start	end	text
4366380	4368380	of je dit echt met de meditering wil doen,
4368380	4369380	of,
4369380	4370380	ja.
4370380	4371380	Nou ja,
4371380	4372380	ik moet ook eens kijken,
4372380	4373380	van,
4373380	4375380	ik heb net wel een wetening van,
4375380	4377380	de pleiding van Noors,
4377380	4378380	eh,
4378380	4381380	van Timka,
4381380	4382380	ja,
4382380	4383380	ja,
4383380	4384380	ja,
4384380	4385380	ja,
4385380	4386380	ja,
4386380	4387380	ja,
4387380	4388380	het is elke keer,
4388380	4389380	want ik, eh,
4389380	4390380	weet ik altijd los,
4390380	4391380	ja,
4391380	4392380	maar,
4392380	4393380	ja,
4393380	4394380	eh,
4394380	4395380	die,
4395380	4396380	ja,
4396380	4397380	ja,
4397380	4398380	ja,
4398380	4399380	ja,
4399380	4400380	ja,
4400380	4401380	ja,
4401380	4402380	ja,
4402380	4403380	ja,
4403380	4404380	al zover,
4404380	4405380	dat hij zijn,
4405380	4406380	echte,
4406380	4408380	solo vlucht had gedaan.
4408380	4409380	Ja,
4409380	4410380	het is gewoon,
4410380	4411380	hetzelfde van de mobiele,
4411380	4412380	het maakt het uit,
4412380	4413380	en dan niet uit,
4413380	4414380	ik weet hoe het eindeblad wordt,
4414380	4415380	maar,
4415380	4416380	ja,
4416380	4417380	maar wanneer,
4417380	4418380	wanneer,
4418380	4419380	vliegt hij een,
4419380	4420380	en vliegt bij de W,
4420380	4422380	dat hij bijvoorbeeld,
4422380	4423380	die,
4423380	4424380	zo'n opleidingsliefd heeft,
4424380	4425380	dat hij gewoon,
4425380	4428380	hij gaat op vakantie naar,
4428380	4429380	eh,
4429380	4430380	naar Italië,
4430380	4431380	en hij denkt, oké,
4431380	4433380	met een vliegtuig huren,
4433380	4434380	en hij gaat zo'n vliegtuig,
4434380	4435380	en ik heb,
4435380	4436380	en hij bent gesertificeerd,
4436380	4437380	voor dat soort van vliegtuiging,
4437380	4438380	eh,
4438380	4440380	is hij nu al zo ver,
4440380	4441380	dat hij,
4441380	4443380	dus op vakantie kan gaan,
4443380	4444380	en,
4444380	4445380	gewoon,
4445380	4446380	voor de middag,
4446380	4447380	in vliegtuig huren,
4447380	4449380	voor een rondlucht?
4449380	4450380	Oké,
4450380	4451380	ik denk,
4451380	4452380	ik denk,
4452380	4453380	ik denk,
4453380	4454380	ah, oké,
4454380	4456380	misschien een veelste technische vraag,
4456380	4457380	maar,
4457380	4458380	eh,
4458380	4459380	ja,
4459380	4460380	ja,
4460380	4461380	ik denk,
4461380	4462380	het moet niet zorgen,
4462380	4463380	we moeten zorgen.
4463380	4464380	Oké,
4464380	4465380	ja,
4465380	4466380	maar ja,
4466380	4467380	nee,
4467380	4468380	die 10k,
4468380	4469380	ja,
4469380	4470380	nou ja,
4470380	4471380	het is meer,
4471380	4472380	het speel moet ik nu wel mee,
4472380	4473380	ik denk,
4473380	4474380	dat vind ik ook de sluiters van,
4474380	4475380	maar dan moet ik,
4475380	4476380	bij Jorda,
4476380	4477380	nou,
4477380	4478380	ik vind ik de sluiters nodig,
4478380	4479380	want dan moet ik wel gewoon mee,
4479380	4480380	dan moet ik de situatie,
4480380	4482380	dan werkt het van de PDH aan,
4482380	4483380	ja,
4483380	4484380	ik heb het niet nodig,
4484380	4487380	ik weet niet of ik hetzelfde besluit neemt,
4487380	4489380	misschien zou ik nu wel ook hebben genomen,
4489380	4490380	en dan denk ik,
4490380	4491380	ja,
4491380	4495380	maar misschien zou ik dat wel toch snel in de vorm van een lening hebben gedaan,
4495380	4498380	ik heb het nu misschien gewoon geschreven,
4498380	4499380	ja,
4499380	4500380	maar nu ja,
4500380	4502380	ik wil echt zo'n,
4502380	4503380	eh,
4503380	4505380	meegaal er al,
4505380	4506380	waar ik zelf,
4506380	4509380	in de lezing natuurlijk ook,
4509380	4510380	eh,
4510380	4514380	nuttig van kan gebruik te maken,
4514380	4515380	ja,
4515380	4517380	het eindelijk snijdt het wel uit,
4517380	4519380	het gaat echt wel ten koste van het wel uit,
4519380	4520380	want,
4520380	4521380	al dat gaat gewoon,
4521380	4523380	ik zou hebben gehad,
4523380	4525380	dan,
4525380	4526380	ja,
4526380	4527380	maar heb jij,
4527380	4529380	heb jij niet zogenaamd,
4529380	4531380	buyer's remorse?
4531380	4532380	nee, nee,
4532380	4534380	want, weet ik het voor mij niet,
4534380	4535380	met de dier,
4535380	4536380	heel denk ik,
4536380	4537380	van,
4537380	4538380	de keuze voor,
4538380	4539380	voor lenen,
4539380	4540380	of geven,
4540380	4541380	dan,
4541380	4542380	niet heel anders,
4542380	4543380	of misschien gewoon deel,
4543380	4544380	of gewoon deel,
4544380	4545380	of gewoon deel te nemen,
4545380	4546380	en deel te geven,
4546380	4547380	weet je hoor,
4547380	4549380	daar gaat het natuurlijk ook gewoon goed voor dienen,
4549380	4550380	want dan denk ik, ja,
4550380	4551380	eh,
4551380	4552380	stel je zou de helft doen,
4552380	4553380	weet je,
4553380	4554380	de helft zelfvertalen,
4554380	4555380	en de helft lenen,
4555380	4556380	dat je dan moet hebben,
4556380	4558380	dat je gewoon pensie wilt,
4558380	4559380	aan de andere kant,
4559380	4561380	heb ik natuurlijk nooit zoveel,
4561380	4562380	een opleiding,
4562380	4563380	of,
4563380	4564380	weet je,
4564380	4565380	dingen kunnen ook medetalen,
4565380	4566380	maar ja,
4566380	4570380	wat ik mij afvraag is,
4570380	4571380	of ik denk,
4571380	4572380	of je zelf al die vraag hebt gevraagd,
4572380	4573380	dus,
4573380	4574380	stel,
4574380	4575380	veronderstel,
4575380	4576380	je had geen,
4576380	4577380	ehm,
4577380	4578380	geen,
4578380	4579380	die erfenis,
4579380	4580380	je had het niet,
4580380	4581380	maar je had wel die,
4581380	4582380	ehm,
4582380	4583380	HNC,
4583380	4584380	en die,
4584380	4585380	die,
4585380	4586380	TDAH,
4586380	4587380	ehm,
4587380	4588380	uitbetalingen,
4588380	4589380	of je dan,
4589380	4590380	alsnog,
4590380	4591380	met,
4591380	4592380	welke keuze,
4592380	4593380	hoe zou je dan,
4593380	4594380	ehm,
4594380	4595380	zou je dan,
4595380	4597380	je landstijl wil beginnen,
4597380	4598380	of zou je die dan,
4598380	4599380	anders,
4599380	4600380	hoe zou je die,
4600380	4601380	anders aanpakken,
4601380	4602380	misschien is dat,
4602380	4603380	die,
4603380	4604380	aanpak,
4604380	4605380	wat je,
4605380	4606380	ja,
4606380	4607380	in de zucht,
4607380	4609380	je hebt niet helemaal dat geld,
4609380	4611380	je hebt niet helemaal toegezegd,
4611380	4612380	aan de woord,
4612380	4613380	dus,
4613380	4614380	misschien moet je dan,
4614380	4616380	is het nodig dat je,
4616380	4617380	ja,
4617380	4618380	die,
4618380	4619380	het,
4619380	4620380	wel wat je zei,
4620380	4621380	van die ideefalingen,
4621380	4622380	je bent een Syrisse vluchteling,
4622380	4623380	of je bent een Syrië,
4623380	4625380	het gaat vanuit,
4625380	4626380	je hebt,
4626380	4627380	je hebt,
4627380	4628380	je hebt alleen,
4628380	4629380	ehm,
4629380	4630380	je hebt het geld niet,
4630380	4631380	je hebt niet,
4631380	4632380	drie ton op die bank,
4632380	4633380	of twee ton,
4633380	4634380	of iets,
4634380	4635380	je hebt,
4635380	4637380	20k of 30k op die bank,
4637380	4639380	en daarmee moet je dit doen,
4639380	4640380	en daarmee gaan je dit doen,
4640380	4641380	en daarmee gaan je dit doen,
4641380	4642380	en daarmee gaan je dit doen,
4642380	4644380	en daarmee gaan je dit doen,
4644380	4645380	en daarmee gaan je dit doen,
4645380	4646380	ja,
4646380	4647380	dus,
4647380	4648380	ik zit wel gewoon zo in te doen,
4648380	4649380	ja,
4649380	4650380	dus als je dit wil doen,
4650380	4651380	zal ik het meer wil doen,
4651380	4652380	vanzelf,
4652380	4654380	met zoveel stil en dan,
4654380	4655380	van,
4655380	4656380	wat uitbouwen,
4659380	4660380	en,
4660380	4661380	ehm,
4661380	4662380	en,
4662380	4663380	kijk je dan ook een beetje,
4663380	4664380	ik hoor niet heel erg gezien,
4664380	4665380	door de kathletoer,
4665380	4667380	dus dat is ook een beetje,
4667380	4668380	wel, ik denk,
4668380	4669380	dat ik ook een hele leuke dingen,
4669380	4670380	dat ik niet zou,
4670380	4671380	ja,
4671380	4673380	ik zal wel een beetje grote af,
4673380	4674380	door,
4674380	4675380	ik denk,
4675380	4676380	oh,
4676380	4677380	ik denk,
4677380	4678380	oh,
4678380	4679380	dat is een beetje,
4679380	4680380	ik denk,
4680380	4681380	dat is een beetje,
4681380	4682380	dat,
4682380	4683380	maar de ja,
4683380	4684380	ik vind het een minuutje,
4684380	4685380	nee,
4685380	4686380	en,
4686380	4687380	en,
4687380	4688380	dat je ook,
4688380	4689380	om je de baan,
4689380	4690380	waarbij je nog,
4690380	4691380	dat,
4691380	4692380	dat je een beetje,
4692380	4693380	waar,
4693380	4694380	de karo daar is,
4694380	4695380	of zo,
4695380	4696380	en,
4696380	4697380	dan,
4697380	4698380	dat je dan,
4698380	4699380	dat je,
4699380	4700380	dat je,
4700380	4701380	dat je,
4701380	4702380	hebt,
4702380	4703380	ja,
4703380	4704380	goed,
4704380	4707380	maar,
4707380	4708380	ja,
4708380	4709380	ik denk,
4709380	4710380	ehm,
4710380	4711380	ik vind het natuurlijk,
4711380	4712380	gewoon,
4712380	4713380	heel,
4713380	4714380	heel wichtig,
4714380	4715380	gaan kijken,
4715380	4716380	naar de financiër,
4716380	4718380	en, ehm,
4718380	4719380	ja,
4719380	4720380	hoe je het ziet,
4720380	4722380	en, ehm,
4722380	4723380	wat de mogelijkheden zijn,
4723380	4724380	ervoor,
4724380	4725380	ik ga even,
4725380	4726380	Caroline,
4726380	4727380	direct vieren,
4727380	4728380	en,
4728380	4729380	zij heeft echt,
4729380	4730380	gewoon,
4730380	4731380	precies,
4731380	4732380	wat ik nu,
4732380	4733380	wil doen eigenlijk,
4733380	4735380	heeft zij,
4735380	4736380	gedaan,
4736380	4737380	ja,
4737380	4739380	met WD,
4739380	4740380	en,
4740380	4741380	met een soort,
4741380	4742380	vintage-achtige,
4742380	4743380	ehm,
4743380	4744380	ehm,
4744380	4745380	ehm,
4745380	4746380	plek van het,
4746380	4747380	wel ander werk,
4747380	4748380	natuurlijk,
4748380	4749380	maar,
4749380	4750380	ik zag hem dan,
4750380	4751380	opkopen van,
4751380	4752380	ehm,
4752380	4753380	vintage, ehm,
4753380	4755380	en doorgekomen,
4755380	4756380	en,
4756380	4757380	ik heb daar ook een,
4757380	4758380	ik wil,
4758380	4759380	ook voor,
4759380	4760380	maar ik weet ook niet,
4760380	4761380	misschien, ehm,
4761380	4762380	die zijn,
4762380	4763380	met een hele dag anders,
4763380	4764380	ja,
4764380	4765380	dus,
4765380	4766380	ik ga ook van,
4766380	4767380	ehm,
4767380	4768380	en de eerste keer,
4768380	4769380	van jou,
4769380	4770380	ik weet je,
4770380	4771380	ik ben leeg van,
4771380	4772380	van, ehm,
4772380	4773380	voor dit,
4773380	4774380	en,
4774380	4775380	en,
4775380	4776380	en,
4776380	4777380	zelfs leeg van,
4777380	4778380	met je,
4778380	4779380	en,
4779380	4780380	en,
4780380	4781380	en,
4781380	4782380	moest ik horen,
4782380	4783380	van jouw kant,
4783380	4784380	van,
4784380	4785380	weet jij wat,
4785380	4786380	hoe heb je daar gedaan,
4786380	4787380	en,
4787380	4789380	dat moet ik dan doen ook,
4789380	4790380	ik, ehm,
4790380	4791380	ik moet, ehm,
4791380	4792380	ik durf, ehm,
4792380	4794380	hang durven en net werken,
4794380	4798380	mensen niet als ze algemeen doen,
4798380	4799380	als mensen, ehm,
4799380	4801380	wat ik een vraag,
4801380	4802380	ten hulp.
4802380	4803380	Ja.
4803380	4804380	Oké.
4804380	4805380	Ja.
4805380	4807380	Dat gaat vandaag,
4807380	4808380	in ieder geval doen,
4808380	4810380	en, ehm,
4810380	4829460	Ja, het is een beetje, het is van God die les houden en, eh, vertrouwen.
4830740	4838880	Ja, die meestal die, nee, die spreekwoordelijke, die goeroes zeggen vertrouwen krijg je door het te doen.
4838880	4840880	Dat is wel zelfvertrouwen.
4840880	4842880	Klopt.
4844880	4854880	En, je hebt al wel, al veel zelfvertrouwen, al veel moed getoond en door hieraan te, door dit te doen.
4854880	4863880	Eerstens, die investering in die opleiding, dat is, dat is een bak geld.
4863880	4875880	En, zo, en dat is al, dat is al teweiding, ja, dat is al, je hebt de stap, dus, eh, ze vindt ook een laserfout.
4875880	4879880	Ja, dat is het ook, hè, dat maakt ook een betrengde gemoedig voor mij.
4879880	4885880	Omdat ik nu ook nu zit, en dat ik zat, dan denk ik, oh ja, dan moet ik dan mijn werkgever in juni,
4885880	4889880	van mij, ik moet de link in het probleem bijvoorbeeld, gaan aanpassen.
4889880	4891880	Ja.
4891880	4896880	Eh, want dat had ik afgesproken, dat ik dan niet naar, wat dan niet naar staat, dat ik bij TDAH werd.
4896880	4897880	Nee.
4897880	4903880	Dus dat ik, eh, niet even een bericht naar, die zaak, die deze afscheid neemt, weet je dat?
4903880	4905880	Ja, ik dacht, ja, hoe ga ik mezelf dan noemen?
4905880	4906880	Ik dacht, ja, hoe ga ik mezelf dan noemen?
4906880	4913880	Ga ik dan gewoon al zeggen, eh, want als ik in mijn profiel, ja, ik denk dat ik dat wel kan doen,
4913880	4920880	dat ik mijn profiel gewoon invult, al dat ik stilist ben, en, nou ja, dat ik een paar goede woorden erbij,
4920880	4927880	en dat ik op die manier, ehm, ja, voor de WD vind ik natuurlijk vaster van belang,
4927880	4930880	dat je denkt, ja, nu verder ben je al bezig.
4930880	4936880	Daarom kan ik me ook niet echt intrijden bij de KVK nu, en, dus, maar ja, aan de andere kant,
4936880	4940880	ik ben nog niet echt klaar met de opleiding, dus ik zou nu sowieso niet.
4940880	4941880	Ja.
4941880	4943880	Dat heeft de dingen jouw gevolgorde doen.
4943880	4944880	Ja.
4944880	4948880	Maar, ja, voor die winkel, ik ga gewoon even kijken, eh,
4948880	4951880	wat voor bedrag heb ik over,
4951880	4953880	ik denk dat ik vandaag ook een beetje,
4953880	4957880	ik hoef me te staan naar beneden los, maar, nou ja,
4957880	4961880	ik moet een planning gaan maken voor deze week, en voor volgende week,
4961880	4963880	wat ga ik verder doen?
4963880	4967880	En, ja, dan moet je gewoon voor jezelf op een bepaalde moment een besluit nemen.
4967880	4973880	Een soort deadline van, oké, weet je, ik ga dat in ieder geval, je hoeft niet een besluit nemen,
4973880	4977880	ik ga een winkel beginnen, maar je kan in ieder geval wel oriënteren.
4977880	4978880	Ja.
4978880	4980880	En ik heb er nu eigenlijk nog niet georiënteerd,
4980880	4983880	ik heb er nog niet een financieel overzicht,
4983880	4986880	van wat zou ik daar eens toe aan willen besteden.
4986880	4990880	Want het is gewoon een investering dan.
4990880	4991880	Ja.
4991880	4993880	Oké.
4993880	4999880	Ja, wat komt er allemaal bij kijken, eh, of dat soort dingen.
4999880	5000880	Ja.
5000880	5001880	Ja.
5001880	5002880	Ja.
5002880	5003880	Ja.
5003880	5004880	Ja.
5004880	5005880	Ja.
5005880	5011880	Dus, nou ja, oké, ik heb gedacht, ik denk dat jij het dan werk?
5011880	5012880	Ja.
5012880	5014880	Ik weet wel wat te doen.
5014880	5015880	Oké.
5015880	5017880	Maar ik ga even een broodje produceren.
5017880	5018880	Ja.
5018880	5019880	Ja.
5019880	5023880	Nou, ik heb wel behoefte aan je hart te luchten.
5023880	5024880	Ja.
5024880	5025880	Ja.
5025880	5026880	Ja.
5026880	5030880	Het is ook al zo'n poortje ingegrozen, dan praat ik wel over.
5030880	5031880	Dus, ehm.
5031880	5034880	Ik was al niet bezig.
5034880	5038880	Ik was al een ander bezig met AI, ook met keseerde ontwikkeling.
5038880	5041880	Ik had gesprek, ik had Casper gebeld.
5041880	5045880	Casper het mij gebeld, van Zuid-Afrika, van Slavo.
5045880	5049880	We hadden gesproken over AI, hij wil apps bouwen enzovoorts.
5049880	5054880	En, dus eigenlijk wat ik met App wou doen,
5054880	5056880	Ja.
5056880	5059880	Nee, heb ik nooit gehad met Casper doen.
5059880	5063880	Tenminste, hij was super proactief.
5063880	5064880	Hij heeft mij informatie opgestuurd.
5064880	5066880	Hij was hier ook al mee bezig geweest.
5066880	5069880	Hij heeft mij, en hij heeft mij informatie opgestuurd.
5069880	5070880	Hij heeft mij dokumentatie.
5070880	5073880	Dus, in plaats van alleen maar bullshitting.
5073880	5077880	En hij, ehm, heeft hij onderneemd uit actie.
5077880	5082880	En, ehm, hij, hij heeft ook, hij had ook zelf benoemd,
5082880	5087880	dat, ehm, dat, ehm, dat, ehm, dat, ehm, van dat mensen,
5087880	5090880	van, van bullshitting, of mensen dat ze dingen beloofd
5090880	5092880	en het nu al niet doen.
5092880	5093880	Ja.
5093880	5097880	Of, ehm, zeg dat ze, dat er niet afspraken na komen enzo.
5097880	5100880	En, en zij, en vragen, dus weg.
5100880	5102880	Hij heeft mij info opgestuurd.
5102880	5105880	Ik ga een beetje, met, met, dit met hem overleggen.
5105880	5108880	En, om te kijken wat, wat heeft daar verder uitgebeeld.
5108880	5113880	En, wie weet, een euro afdaling verdiend. Hoopelijk.
5113880	5114880	Oké.
5114880	5118880	Maar, ik denk wel, dat hij ook zo'n fiek is, die gewoon,
5118880	5121880	want, anders had hij ook niet met Snabel in te gaan.
5121880	5122880	Ja.
5122880	5125880	Eh, want die is daar, ja, ook vanuit, of die vind.
5125880	5126880	Ja, oké.
5126880	5130880	Ja, want hij was, Snabel was bij, was bij Salou mee geweest,
5130880	5133880	bij, bij zijn, bij die, bij die, bij die koffieplek waar hij ooit was.
5133880	5134880	Ja.
5134880	5139880	Met, ehm, en toen was, toen was hij, toen had Snabel en ik heel lang gepraat over
5139880	5144880	zijn, een zorggelijke idee, website bouwen, data verzamelen,
5144880	5149880	over boerderij en, enzovoorts, en verkopers, inkopers,
5149880	5152880	marketing, communicatie, YouTube, videoclips maken, enzovoorts.
5152880	5155880	Dat heb ik allemaal in verzameld, info.
5155880	5156880	Ja.
5156880	5159880	Eh, en, dus, dat is nog, dat is een tweede kuis.
5159880	5164880	De eerste kuis is, eigenlijk drie, heb ik drie AI proceskeis in.
5164880	5169880	Keis één is van Snabel, voor, voor hem zijn vastgoedgebeuren bouwend.
5169880	5176880	Keis twee is, voor, ehm, Casper een proces, proces maken,
5176880	5180880	om eigen met AI te ontwikkelen en te bouwen,
5180880	5187880	en, het volgende projectstructuur, en dan, die, dat proces te gaan toepassen op,
5187880	5191880	een taxidermie bedrijf, wat hij, wat hij iets voor wil doen.
5191880	5198880	en, hij wil, en, hij wil een app, hij wil naar bij een bedrijf, een maatwerk app bouwen,
5198880	5204880	waarin iemand al benader en sê, kijk, Aisha, hier heb ik een app voor jou, van, van,
5204880	5208880	die landstijl, en, dit heeft jou klant in, dit heeft jou profiel,
5208880	5211880	hij zoek al naar, naar alle aanbevelingen,
5211880	5214880	jou klant uitgekoppeld met betaalsysteem,
5214880	5217880	alsjeblief, klant in klaar, wil je hem?
5217880	5218880	Ja.
5218880	5221880	Dit is, en dit is een voorbeeld van wat, wat kan,
5221880	5224880	jy kan hem nog verder gaan uitruide, maar hier is een voorbeeld.
5224880	5226880	Aisha, kan betaal je app of gratis?
5226880	5231880	Nou, dan, dit is, dit is die product wat ik dan, wat jy dan aanbied is,
5231880	5238880	jy koop die app, of jy betaal, of jy, of jy kan hem gratis gebruik, met beperkinge.
5238880	5239880	Ja jy.
5239880	5240880	Jy.
5240880	5241880	Jy.
5241880	5242880	Jy.
5242880	5245880	Dus dit is, dit is die, dit is die dienst wat jy dan kan aanbied.
5245880	5249880	En, anyways, emm, ja hier was ik onder andere ook.
5249880	5252880	Is er een soort XO dan, die Y-BOM 3-0?
5252880	5258880	Ehm, ja sommige wel, maar hij wil, die mogelijkheid is,
5258880	5261880	kijk, K-K-K-Koppen, bijvoorbeeld, Inge-Words,
5261880	5266880	is, is, eh, iedereen, alles wat jy moet kan doen,
5266880	5269960	wat jy moet kan doen, moet jy in die vorm van MS Word kan doen,
5269960	5272420	als jy word gebruikt, bijvoorbeeld, of dit jy alweer gebruik,
5273140	5275020	jy heb een standaard app, en alles,
5275680	5278760	en veel bedrijven moet voldoen aan die standaard app,
5278840	5282880	jy gebruik standaard funktionaliteit, maar wat als jou proces net iets anders is,
5283840	5286660	wat jy wil dit op een andere manier doen,
5286760	5290020	wat niet in die standaard app is, proces past,
5290460	5292780	dan moet jy a, dan moet jy iemand gaan in die hiering,
5292780	5294820	ten duurste om dit ontwikkeling, of b,
5294820	5298820	jy kan nu met AI, jy eigen werse van die app gaan creëren,
5298820	5302740	en wat precies doen, zoals jy dit doet, dat jy dit doet.
5304200	5307040	En dat is wat Casper wil gaan doen,
5307140	5311520	hij wil, ja, er zijn standaard apps, maar ik wil afwijk van standaard,
5312140	5313680	en ik wil mijn eigen ding doen,
5315060	5316920	wat niet werkt, of dit, maar niet iets anders.
5318260	5320100	Maar snap je hier wel een maier?
5321220	5322340	Ik wil het niet zijn.
5322340	5326680	Ja, je kan daar, er zijn standaard apps,
5326920	5327820	nee, maar dit,
5328880	5329400	dit is,
5330160	5333240	ik ga net, het zal het in verweer samenvatten in mijn bericht enzo,
5333340	5333740	en die,
5333740	5336340	maar goed, ik wil even een brooietje produceer,
5336860	5337440	lieve mens.
5338300	5338620	Ja?
5338880	5341780	Ik sterf van de honger, ik wil even een brooietje produceer.
5342780	5346300	Oké, die schrijf je van langs wel al dat bij je voorzien?
5346640	5346980	Ja.
5346980	5353020	Goed, dat gaan we doen.
5353980	5354460	Oké.
5355600	5357120	Ik heb net wel, ze spreek je later.
5357240	5360140	Ik moet het uitleggen, maar ik ga even bij je uit,
5360220	5361860	en als je moeder dit ook niet maakt,
5361960	5363460	want als je moeder hebt gevaart,
5364120	5365140	heb ik het ook gevaart.
5365180	5366400	Oké, zoiets ja.
5367060	5367360	Ja.
5369360	5370320	Goed, dat was,
5370700	5371560	meteen, doei.
5371560	5401540	Goed, dat is.
5401560	5431540	Goed, dat is.
5431560	5461540	Goed, dat is.
5461560	5463560	one
5491560	5492040	Hem.
5521560	5523560	O.
5551560	5553560	O.
5581560	5583560	O.
5611560	5613560	O.
5641560	5643560	O.
5671560	5673560	O.
5701560	5703560	O.
5731560	5733560	O.
5761560	5763560	O.
5791560	5793560	O.
5821560	5823560	O.
5826060	5827560	O.
5829560	5831560	O.
5832100	5832560	Alle,
5832560	5862540	O ho.
5862560	5892540	O, O, O, O, O, O, O.
5892560	5922540	O이실a
5922560	5952540	Terima kasih.
5952560	5953560	Okay.
5982560	5988560	...
5990340	5992560	...
5993360	5993560	...
5993560	5996560	...
5997220	5999560	...
6009660	6010560	...
6012560	6014560	O.
6042560	6044560	O.
6072560	6074560	O.
6102560	6104560	O.
6132560	6134560	O.
6162560	6164560	O.
6192560	6194560	O.
6194560	6196560	O.
6196560	6198560	O.
6198560	6200560	O.
6200560	6202560	O.
6220560	6222560	O.
6222560	6224560	O.
6252560	6254560	O.
6282560	6284560	O.
6312560	6314560	O.
6342560	6344560	O.
6372560	6374560	O.
6376560	6378560	O.
6380560	6382560	O.
6386560	6388560	O.
6390560	6392560	O.
6392560	6394560	O.
6396560	6398560	O.
6402560	6404560	O.
6432560	6434560	O.
6462560	6464560	O.
6492560	6494560	O.
6522560	6524560	O.
6552560	6554560	O.
6582560	6584560	O.
6584560	6586560	O.
6590560	6592560	O.
6594560	6596560	O.
6596560	6598560	O.
6598560	6600560	O.
6602560	6608660	O.
6612560	6642540	Oes, oes, oes, oes, oes.
6642560	6672540	Oes, oes.
6672560	6702540	Oes, oes.
6702560	6704560	Oes, oes.
